Farm size (litres),Region,Solids profile,Seasonality,Price option,Attribute,Months,Value
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Minimum,c/litre,Mar-Jun,56.57394244
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Minimum,$/kgMS,Season,6.762540542
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Minimum,c/litre,Season,51.08598982
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Minimum,$/kgMS,Sep-Nov,6.2651405
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Minimum,c/litre,Sep-Nov,45.87867963
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.682498487
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,51.36773127
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.923409206
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,50.37933848
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.246514972
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,56.71788771
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.786374664
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,c/litre,Season,51.26603898
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.294008182
"500,000 to 750,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,46.0900889
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.734589571
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,51.76725568
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.977821462
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,50.77505404
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.301435685
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,57.14835707
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.840874296
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,51.75032474
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.349630923
"750,000 to 1,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,46.49738445
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.460325279
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,49.66182218
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.694773725
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,48.71604624
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.02397393
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,54.97556772
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.579208701
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,c/litre,Season,49.77085852
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.053379456
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,44.32802066
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.471683751
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,49.7490037
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.706809273
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,48.80360709
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.035455147
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,55.06546138
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.590192503
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,49.85394956
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.062746676
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,44.39659829
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.518793582
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,50.1107266
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.749068288
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,49.11082022
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.082620573
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,55.43472669
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.63684136
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,c/litre,Season,50.2068421
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.110897843
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,44.74919809
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.568751918
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,50.49433312
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.787854484
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,49.39320293
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.132598797
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,55.82601221
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.685332516
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,50.57367139
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.162009875
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,45.1234803
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.596922464
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,50.71064182
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.816740696
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,49.60334666
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.156219756
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,56.01121327
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.712286351
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,50.77757365
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.190827628
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,45.33450648
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.610781178
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,50.81705284
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.849646161
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,49.84272922
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.174647713
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,56.15521683
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.732886389
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,50.93341026
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.213327156
"4,000,000 to 5,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,45.49969539
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Dec-Feb,6.669082475
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,c/litre,Dec-Feb,51.26473374
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Jul-Aug,6.909329207
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,c/litre,Jul-Aug,50.27691395
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Mar-Jun,7.232914053
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,c/litre,Mar-Jun,56.61138518
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Season,6.789625477
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,c/litre,Season,51.36263408
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,$/kgMS,Sep-Nov,6.264856923
"5,000,000 to 10,000,000",Western VIC,Average,Flat,Minimum,c/litre,Sep-Nov,45.87660464
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.682741628
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,48.80113315
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.923378358
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,47.86016357
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.246577194
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,53.88243612
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.803440062
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,51.46713962
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.278877649
"500,000 to 750,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,43.68031062
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.739462233
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,49.21489934
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.977802953
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,48.23617655
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.303268753
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,54.3040848
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.860167335
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,48.88257881
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.337030801
"750,000 to 1,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,44.08486085
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.425696138
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,46.92079417
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.6471605
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,45.95018494
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,6.944700166
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,51.63690125
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.417826522
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,45.73064992
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.050696277
"1,000,000 to 1,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,42.09301948
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.446879378
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,47.0742184
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.664330561
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,46.06878416
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,6.960192501
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,51.75222219
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.441418193
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,45.89875394
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.082565492
"1,500,000 to 2,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,42.31507814
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.480292506
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,47.31670356
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.701106596
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,46.32256268
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,6.98525555
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,51.93870176
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.478455277
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,46.16266414
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.127565562
"2,000,000 to 2,500,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,42.62832423
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.524448307
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,47.63978905
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.743453227
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,46.61555344
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.027622439
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,52.25304418
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.521319834
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,46.4680984
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.17178419
"2,500,000 to 3,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,42.93531897
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.550776764
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,47.83140079
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.769506956
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,46.79552076
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.056616935
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,52.46918552
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.552030823
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,46.68693159
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.207164843
"3,000,000 to 4,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,43.18209838
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.580972144
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,48.05209053
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.802577864
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,47.02408372
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.087749296
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,52.70057766
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.578948408
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,46.87873463
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.227806386
"4,000,000 to 5,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,43.32503998
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.63089587
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Dec-Feb,48.41599088
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.855666173
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Jul-Aug,47.39076265
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.13325875
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Mar-Jun,53.03907288
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Season,6.624240348
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Season,47.20146537
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.265771539
"5,000,000 to 10,000,000",Western VIC,Low,Highly seasonal,Minimum,c/litre,Sep-Nov,43.58957269
"500,000 to 750,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.661574066
"500,000 to 750,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,48.64117451
"500,000 to 750,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.876030249
"500,000 to 750,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,47.53171244
"500,000 to 750,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,7.165901713
"500,000 to 750,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,53.28075111
"500,000 to 750,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.653659699
"500,000 to 750,000",Western VIC,Low,Average,Minimum,c/litre,Season,47.41109491
"500,000 to 750,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.296943603
"500,000 to 750,000",Western VIC,Low,Average,Minimum,c/litre,Sep-Nov,43.80640679
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.707261344
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,48.97349283
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.934298637
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,47.93441932
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,7.213041429
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,53.63219276
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.702056323
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,c/litre,Season,47.80648385
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.343579916
"750,000 to 1,000,000",Western VIC,Low,Average,Minimum,c/litre,Sep-Nov,44.13045758
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.431854166
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,46.96759231
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.666231131
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,46.08234799
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,6.969430379
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,51.82064049
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.481259585
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,c/litre,Season,46.23151713
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.04227863
"1,000,000 to 1,500,000",Western VIC,Low,Average,Minimum,c/litre,Sep-Nov,42.03437893
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.447160214
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,47.07926641
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.691267523
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,46.25517877
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,6.986995326
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,51.95094067
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.503895224
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,c/litre,Season,46.39297956
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.072726832
"1,500,000 to 2,000,000",Western VIC,Low,Average,Minimum,c/litre,Sep-Nov,42.24619678
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.482811702
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,47.33766725
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.729956342
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,46.52287699
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,7.017429953
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,52.17643009
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.540988012
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,c/litre,Season,46.65756638
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.114053412
"2,000,000 to 2,500,000",Western VIC,Low,Average,Minimum,c/litre,Sep-Nov,42.53369145
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Dec-Feb,6.531186411
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,c/litre,Dec-Feb,47.6907389
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Jul-Aug,6.780928786
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,c/litre,Jul-Aug,46.87515673
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Mar-Jun,7.059281871
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,c/litre,Mar-Jun,52.48809794
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Season,6.587008302
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,c/litre,Season,46.98583403
"2,500,000 to 3,000,000",Western VIC,Low,Average,Minimum,$/kgMS,Sep-Nov,6.158541289
